period,region,demand,lag_1,lag_7,lag_14
2025-07-21,Brooklyn,139363,186872.0,154635.0,133878.0
2025-07-21,EWR,0,0.0,0.0,0.0
2025-07-21,Manhattan,195622,223024.0,227003.0,180375.0
2025-07-21,Queens,137698,152861.0,145620.0,131432.0
2025-07-21,Staten Island,9645,8845.0,10313.0,9242.0
2025-07-22,Bronx,74913,75725.0,75777.0,78343.0
2025-07-22,Brooklyn,142890,139363.0,142863.0,150738.0
2025-07-22,EWR,0,0.0,0.0,0.0
2025-07-22,Manhattan,212957,195622.0,228383.0,228042.0
2025-07-22,Queens,129123,137698.0,138028.0,131918.0
2025-07-22,Staten Island,9397,9645.0,10029.0,9791.0
2025-07-23,Bronx,78223,74913.0,81512.0,79203.0
2025-07-23,Brooklyn,147195,142890.0,157858.0,152359.0
2025-07-23,EWR,0,0.0,0.0,0.0
2025-07-23,Manhattan,229413,212957.0,253131.0,231692.0
2025-07-23,Queens,132877,129123.0,135451.0,137297.0
2025-07-23,Staten Island,9915,9397.0,10426.0,10092.0
2025-07-24,Bronx,84077,78223.0,86600.0,83952.0
2025-07-24,Brooklyn,161093,147195.0,169991.0,158664.0
2025-07-24,EWR,0,0.0,0.0,0.0
2025-07-24,Manhattan,244682,229413.0,260280.0,238492.0
2025-07-24,Queens,139769,132877.0,148083.0,135182.0
2025-07-24,Staten Island,10858,9915.0,11357.0,10414.0
2025-07-25,Bronx,96542,84077.0,94066.0,93511.0
2025-07-25,Brooklyn,195510,161093.0,184990.0,181899.0
2025-07-25,EWR,0,0.0,0.0,0.0
2025-07-25,Manhattan,264472,244682.0,247011.0,245328.0
2025-07-25,Queens,161810,139769.0,155838.0,152234.0
2025-07-25,Staten Island,12126,10858.0,11951.0,11716.0
2025-07-26,Bronx,94812,96542.0,96444.0,95749.0
2025-07-26,Brooklyn,213091,195510.0,217385.0,222680.0
2025-07-26,EWR,0,0.0,0.0,0.0
2025-07-26,Manhattan,250990,264472.0,261255.0,260150.0
2025-07-26,Queens,167224,161810.0,162936.0,158105.0
2025-07-26,Staten Island,10999,12126.0,10954.0,11058.0
2025-07-27,Bronx,83950,94812.0,82465.0,80576.0
2025-07-27,Brooklyn,181112,213091.0,186872.0,189844.0
2025-07-27,EWR,0,0.0,0.0,0.0
2025-07-27,Manhattan,220797,250990.0,223024.0,212850.0
2025-07-27,Queens,150658,167224.0,152861.0,148146.0
2025-07-27,Staten Island,8498,10999.0,8845.0,8562.0
2025-07-28,Bronx,78995,83950.0,75725.0,82304.0
2025-07-28,Brooklyn,143706,181112.0,139363.0,154635.0
2025-07-28,EWR,0,0.0,0.0,0.0
2025-07-28,Manhattan,210208,220797.0,195622.0,227003.0
2025-07-28,Queens,141614,150658.0,137698.0,145620.0
2025-07-28,Staten Island,9731,8498.0,9645.0,10313.0
2025-07-29,Bronx,81492,78995.0,74913.0,75777.0
2025-07-29,Brooklyn,154901,143706.0,142890.0,142863.0
2025-07-29,EWR,0,0.0,0.0,0.0
2025-07-29,Manhattan,247329,210208.0,212957.0,228383.0
2025-07-29,Queens,133919,141614.0,129123.0,138028.0
2025-07-29,Staten Island,10004,9731.0,9397.0,10029.0
2025-07-30,Bronx,85624,81492.0,78223.0,81512.0
2025-07-30,Brooklyn,163417,154901.0,147195.0,157858.0
2025-07-30,EWR,0,0.0,0.0,0.0
2025-07-30,Manhattan,254393,247329.0,229413.0,253131.0
2025-07-30,Queens,136857,133919.0,132877.0,135451.0
2025-07-30,Staten Island,10312,10004.0,9915.0,10426.0
2025-07-31,Bronx,88497,85624.0,84077.0,86600.0
2025-07-31,Brooklyn,179999,163417.0,161093.0,169991.0
2025-07-31,EWR,0,0.0,0.0,0.0
2025-07-31,Manhattan,256898,254393.0,244682.0,260280.0
2025-07-31,Queens,148045,136857.0,139769.0,148083.0
2025-07-31,Staten Island,11194,10312.0,10858.0,11357.0
2025-08-01,Bronx,94461,88497.0,96542.0,94066.0
2025-08-01,Brooklyn,182972,179999.0,195510.0,184990.0
2025-08-01,EWR,0,0.0,0.0,0.0
2025-08-01,Manhattan,234524,256898.0,264472.0,247011.0
2025-08-01,Queens,157304,148045.0,161810.0,155838.0
2025-08-01,Staten Island,12097,11194.0,12126.0,11951.0
2025-08-02,Bronx,95509,94461.0,94812.0,96444.0
2025-08-02,Brooklyn,212952,182972.0,213091.0,217385.0
2025-08-02,EWR,0,0.0,0.0,0.0
2025-08-02,Manhattan,234492,234524.0,250990.0,261255.0
2025-08-02,Queens,157420,157304.0,167224.0,162936.0
2025-08-02,Staten Island,10810,12097.0,10999.0,10954.0
2025-08-03,Bronx,82174,95509.0,83950.0,82465.0
2025-08-03,Brooklyn,177077,212952.0,181112.0,186872.0
2025-08-03,EWR,0,0.0,0.0,0.0
2025-08-03,Manhattan,205574,234492.0,220797.0,223024.0
2025-08-03,Queens,145466,157420.0,150658.0,152861.0
2025-08-03,Staten Island,8494,10810.0,8498.0,8845.0
2025-08-04,Bronx,76948,82174.0,78995.0,75725.0
2025-08-04,Brooklyn,139693,177077.0,143706.0,139363.0
2025-08-04,EWR,0,0.0,0.0,0.0
2025-08-04,Manhattan,187895,205574.0,210208.0,195622.0
2025-08-04,Queens,132034,145466.0,141614.0,137698.0
2025-08-04,Staten Island,9464,8494.0,9731.0,9645.0
2025-08-05,Bronx,76335,76948.0,81492.0,74913.0
2025-08-05,Brooklyn,141185,139693.0,154901.0,142890.0
2025-08-05,EWR,0,0.0,0.0,0.0
2025-08-05,Manhattan,212021,187895.0,247329.0,212957.0
2025-08-05,Queens,125407,132034.0,133919.0,129123.0
2025-08-05,Staten Island,9779,9464.0,10004.0,9397.0
2025-08-06,Bronx,79238,76335.0,85624.0,78223.0
2025-08-06,Brooklyn,149131,141185.0,163417.0,147195.0
2025-08-06,EWR,0,0.0,0.0,0.0
2025-08-06,Manhattan,227164,212021.0,254393.0,229413.0
2025-08-06,Queens,129786,125407.0,136857.0,132877.0
2025-08-06,Staten Island,9842,9779.0,10312.0,9915.0
2025-08-07,Bronx,84790,79238.0,88497.0,84077.0
2025-08-07,Brooklyn,154760,149131.0,179999.0,161093.0
2025-08-07,EWR,0,0.0,0.0,0.0
2025-08-07,Manhattan,229239,227164.0,256898.0,244682.0
2025-08-07,Queens,134906,129786.0,148045.0,139769.0
2025-08-07,Staten Island,10442,9842.0,11194.0,10858.0
2025-08-08,Bronx,94572,84790.0,94461.0,96542.0
2025-08-08,Brooklyn,178399,154760.0,182972.0,195510.0
2025-08-08,EWR,0,0.0,0.0,0.0
2025-08-08,Manhattan,233353,229239.0,234524.0,264472.0
2025-08-08,Queens,151617,134906.0,157304.0,161810.0
2025-08-08,Staten Island,11497,10442.0,12097.0,12126.0
2025-08-09,Bronx,90366,94572.0,95509.0,94812.0
2025-08-09,Brooklyn,206083,178399.0,212952.0,213091.0
2025-08-09,EWR,0,0.0,0.0,0.0
2025-08-09,Manhattan,233753,233353.0,234492.0,250990.0
2025-08-09,Queens,151486,151617.0,157420.0,167224.0
2025-08-09,Staten Island,10860,11497.0,10810.0,10999.0
2025-08-10,Bronx,78249,90366.0,82174.0,83950.0
2025-08-10,Brooklyn,181139,206083.0,177077.0,181112.0
2025-08-10,EWR,0,0.0,0.0,0.0
2025-08-10,Manhattan,196291,233753.0,205574.0,220797.0
2025-08-10,Queens,146794,151486.0,145466.0,150658.0
2025-08-10,Staten Island,8808,10860.0,8494.0,8498.0
2025-08-11,Bronx,76362,78249.0,76948.0,78995.0
2025-08-11,Brooklyn,136625,181139.0,139693.0,143706.0
2025-08-11,EWR,0,0.0,0.0,0.0
2025-08-11,Manhattan,182171,196291.0,187895.0,210208.0
2025-08-11,Queens,131827,146794.0,132034.0,141614.0
2025-08-11,Staten Island,9236,8808.0,9464.0,9731.0
2025-08-12,Bronx,77176,76362.0,76335.0,81492.0
2025-08-12,Brooklyn,142155,136625.0,141185.0,154901.0
2025-08-12,EWR,0,0.0,0.0,0.0
2025-08-12,Manhattan,206985,182171.0,212021.0,247329.0
2025-08-12,Queens,127543,131827.0,125407.0,133919.0
2025-08-12,Staten Island,9616,9236.0,9779.0,10004.0
2025-08-13,Bronx,85772,77176.0,79238.0,85624.0
2025-08-13,Brooklyn,161107,142155.0,149131.0,163417.0
2025-08-13,EWR,0,0.0,0.0,0.0
2025-08-13,Manhattan,240552,206985.0,227164.0,254393.0
2025-08-13,Queens,137604,127543.0,129786.0,136857.0
2025-08-13,Staten Island,10298,9616.0,9842.0,10312.0
2025-08-14,Bronx,86101,85772.0,84790.0,88497.0
2025-08-14,Brooklyn,162872,161107.0,154760.0,179999.0
2025-08-14,EWR,0,0.0,0.0,0.0
2025-08-14,Manhattan,234508,240552.0,229239.0,256898.0
2025-08-14,Queens,146656,137604.0,134906.0,148045.0
2025-08-14,Staten Island,10528,10298.0,10442.0,11194.0
2025-08-15,Bronx,96690,86101.0,94572.0,94461.0
2025-08-15,Brooklyn,185323,162872.0,178399.0,182972.0
2025-08-15,EWR,0,0.0,0.0,0.0
2025-08-15,Manhattan,235367,234508.0,233353.0,234524.0
2025-08-15,Queens,158130,146656.0,151617.0,157304.0
2025-08-15,Staten Island,11781,10528.0,11497.0,12097.0
2025-08-16,Bronx,92412,96690.0,90366.0,95509.0
2025-08-16,Brooklyn,210913,185323.0,206083.0,212952.0
2025-08-16,EWR,0,0.0,0.0,0.0
2025-08-16,Manhattan,245006,235367.0,233753.0,234492.0
2025-08-16,Queens,158991,158130.0,151486.0,157420.0
2025-08-16,Staten Island,10703,11781.0,10860.0,10810.0
2025-08-17,Bronx,79481,92412.0,78249.0,82174.0
2025-08-17,Brooklyn,188263,210913.0,181139.0,177077.0
2025-08-17,EWR,0,0.0,0.0,0.0
2025-08-17,Manhattan,210456,245006.0,196291.0,205574.0
2025-08-17,Queens,151703,158991.0,146794.0,145466.0
2025-08-17,Staten Island,8830,10703.0,8808.0,8494.0
2025-08-18,Bronx,73349,79481.0,76362.0,76948.0
2025-08-18,Brooklyn,132674,188263.0,136625.0,139693.0
2025-08-18,EWR,0,0.0,0.0,0.0
2025-08-18,Manhattan,173266,210456.0,182171.0,187895.0
2025-08-18,Queens,133510,151703.0,131827.0,132034.0
2025-08-18,Staten Island,8965,8830.0,9236.0,9464.0
2025-08-19,Bronx,72363,73349.0,77176.0,76335.0
2025-08-19,Brooklyn,134968,132674.0,142155.0,141185.0
2025-08-19,EWR,0,0.0,0.0,0.0
2025-08-19,Manhattan,191035,173266.0,206985.0,212021.0
2025-08-19,Queens,125239,133510.0,127543.0,125407.0
2025-08-19,Staten Island,9146,8965.0,9616.0,9779.0
2025-08-20,Bronx,81518,72363.0,85772.0,79238.0
2025-08-20,Brooklyn,170191,134968.0,161107.0,149131.0
2025-08-20,EWR,1,0.0,0.0,0.0
2025-08-20,Manhattan,237776,191035.0,240552.0,227164.0
2025-08-20,Queens,141434,125239.0,137604.0,129786.0
2025-08-20,Staten Island,9962,9146.0,10298.0,9842.0
2025-08-21,Bronx,80632,81518.0,86101.0,84790.0
2025-08-21,Brooklyn,155988,170191.0,162872.0,154760.0
2025-08-21,EWR,0,1.0,0.0,0.0
2025-08-21,Manhattan,222005,237776.0,234508.0,229239.0
2025-08-21,Queens,139191,141434.0,146656.0,134906.0
2025-08-21,Staten Island,9736,9962.0,10528.0,10442.0
2025-08-22,Bronx,90754,80632.0,96690.0,94572.0
2025-08-22,Brooklyn,175262,155988.0,185323.0,178399.0
2025-08-22,EWR,0,0.0,0.0,0.0
2025-08-22,Manhattan,231540,222005.0,235367.0,233353.0
2025-08-22,Queens,152348,139191.0,158130.0,151617.0
2025-08-22,Staten Island,11006,9736.0,11781.0,11497.0
2025-08-23,Bronx,88271,90754.0,92412.0,90366.0
2025-08-23,Brooklyn,203891,175262.0,210913.0,206083.0
2025-08-23,EWR,1,0.0,0.0,0.0
2025-08-23,Manhattan,256043,231540.0,245006.0,233753.0
2025-08-23,Queens,158932,152348.0,158991.0,151486.0
2025-08-23,Staten Island,10158,11006.0,10703.0,10860.0
2025-08-24,Bronx,74589,88271.0,79481.0,78249.0
2025-08-24,Brooklyn,174705,203891.0,188263.0,181139.0
2025-08-24,EWR,0,1.0,0.0,0.0
2025-08-24,Manhattan,212339,256043.0,210456.0,196291.0
2025-08-24,Queens,149236,158932.0,151703.0,146794.0
2025-08-24,Staten Island,8082,10158.0,8830.0,8808.0
2025-08-25,Bronx,72805,74589.0,73349.0,76362.0
2025-08-25,Brooklyn,134491,174705.0,132674.0,136625.0
2025-08-25,EWR,0,0.0,0.0,0.0
2025-08-25,Manhattan,178383,212339.0,173266.0,182171.0
2025-08-25,Queens,136162,149236.0,133510.0,131827.0
2025-08-25,Staten Island,8974,8082.0,8965.0,9236.0
2025-08-26,Bronx,72306,72805.0,72363.0,77176.0
2025-08-26,Brooklyn,133103,134491.0,134968.0,142155.0
2025-08-26,EWR,0,0.0,0.0,0.0
2025-08-26,Manhattan,191816,178383.0,191035.0,206985.0
2025-08-26,Queens,127685,136162.0,125239.0,127543.0
2025-08-26,Staten Island,8877,8974.0,9146.0,9616.0
2025-08-27,Bronx,75866,72306.0,81518.0,85772.0
2025-08-27,Brooklyn,142543,133103.0,170191.0,161107.0
2025-08-27,EWR,0,0.0,1.0,0.0
2025-08-27,Manhattan,202682,191816.0,237776.0,240552.0
2025-08-27,Queens,131854,127685.0,141434.0,137604.0
2025-08-27,Staten Island,9303,8877.0,9962.0,10298.0
2025-08-28,Bronx,82059,75866.0,80632.0,86101.0
2025-08-28,Brooklyn,160873,142543.0,155988.0,162872.0
2025-08-28,EWR,0,0.0,0.0,0.0
2025-08-28,Manhattan,214057,202682.0,222005.0,234508.0
2025-08-28,Queens,139884,131854.0,139191.0,146656.0
2025-08-28,Staten Island,10093,9303.0,9736.0,10528.0
2025-08-29,Bronx,91800,82059.0,90754.0,96690.0
2025-08-29,Brooklyn,183065,160873.0,175262.0,185323.0
2025-08-29,EWR,0,0.0,0.0,0.0
2025-08-29,Manhattan,224603,214057.0,231540.0,235367.0
2025-08-29,Queens,156016,139884.0,152348.0,158130.0
2025-08-29,Staten Island,10910,10093.0,11006.0,11781.0
2025-08-30,Bronx,88836,91800.0,88271.0,92412.0
2025-08-30,Brooklyn,204661,183065.0,203891.0,210913.0
2025-08-30,EWR,0,0.0,1.0,0.0
2025-08-30,Manhattan,239152,224603.0,256043.0,245006.0
2025-08-30,Queens,156334,156016.0,158932.0,158991.0
2025-08-30,Staten Island,10390,10910.0,10158.0,10703.0
2025-08-31,Bronx,78743,88836.0,74589.0,79481.0
2025-08-31,Brooklyn,194228,204661.0,174705.0,188263.0
2025-08-31,EWR,0,0.0,0.0,0.0
2025-08-31,Manhattan,213827,239152.0,212339.0,210456.0
2025-08-31,Queens,151160,156334.0,149236.0,151703.0
2025-08-31,Staten Island,8541,10390.0,8082.0,8830.0
2025-09-01,Bronx,61516,78743.0,72805.0,73349.0
2025-09-01,Brooklyn,154978,194228.0,134491.0,132674.0
2025-09-01,EWR,0,0.0,0.0,0.0
2025-09-01,Manhattan,171578,213827.0,178383.0,173266.0
2025-09-01,Queens,133394,151160.0,136162.0,133510.0
2025-09-01,Staten Island,7022,8541.0,8974.0,8965.0
2025-09-02,Bronx,73393,61516.0,72306.0,72363.0
2025-09-02,Brooklyn,143147,154978.0,133103.0,134968.0
2025-09-02,EWR,0,0.0,0.0,0.0
2025-09-02,Manhattan,198396,171578.0,191816.0,191035.0
2025-09-02,Queens,135625,133394.0,127685.0,125239.0
2025-09-02,Staten Island,9286,7022.0,8877.0,9146.0
2025-09-03,Bronx,76815,73393.0,75866.0,81518.0
2025-09-03,Brooklyn,149708,143147.0,142543.0,170191.0
2025-09-03,EWR,0,0.0,0.0,1.0
2025-09-03,Manhattan,224119,198396.0,202682.0,237776.0
2025-09-03,Queens,130870,135625.0,131854.0,141434.0
2025-09-03,Staten Island,9994,9286.0,9303.0,9962.0
2025-09-04,Bronx,81852,76815.0,82059.0,80632.0
2025-09-04,Brooklyn,159498,149708.0,160873.0,155988.0
2025-09-04,EWR,0,0.0,0.0,0.0
2025-09-04,Manhattan,255734,224119.0,214057.0,222005.0
2025-09-04,Queens,136888,130870.0,139884.0,139191.0
2025-09-04,Staten Island,10655,9994.0,10093.0,9736.0
2025-09-05,Bronx,91660,81852.0,91800.0,90754.0
2025-09-05,Brooklyn,181635,159498.0,183065.0,175262.0
2025-09-05,EWR,0,0.0,0.0,0.0
2025-09-05,Manhattan,267654,255734.0,224603.0,231540.0
2025-09-05,Queens,158032,136888.0,156016.0,152348.0
2025-09-05,Staten Island,11426,10655.0,10910.0,11006.0
2025-09-06,Bronx,83857,91660.0,88836.0,88271.0
2025-09-06,Brooklyn,214523,181635.0,204661.0,203891.0
2025-09-06,EWR,0,0.0,0.0,1.0
2025-09-06,Manhattan,302181,267654.0,239152.0,256043.0
2025-09-06,Queens,152715,158032.0,156334.0,158932.0
2025-09-06,Staten Island,10415,11426.0,10390.0,10158.0
2025-09-07,Bronx,71698,83857.0,78743.0,74589.0
2025-09-07,Brooklyn,181363,214523.0,194228.0,174705.0
2025-09-07,EWR,0,0.0,0.0,0.0
2025-09-07,Manhattan,242067,302181.0,213827.0,212339.0
2025-09-07,Queens,146505,152715.0,151160.0,149236.0
2025-09-07,Staten Island,8151,10415.0,8541.0,8082.0
2025-09-08,Bronx,72344,71698.0,61516.0,72805.0
2025-09-08,Brooklyn,139249,181363.0,154978.0,134491.0
2025-09-08,EWR,0,0.0,0.0,0.0
2025-09-08,Manhattan,211623,242067.0,171578.0,178383.0
2025-09-08,Queens,131473,146505.0,133394.0,136162.0
2025-09-08,Staten Island,9367,8151.0,7022.0,8974.0
2025-09-09,Bronx,74238,72344.0,73393.0,72306.0
2025-09-09,Brooklyn,142545,139249.0,143147.0,133103.0
2025-09-09,EWR,0,0.0,0.0,0.0
2025-09-09,Manhattan,234353,211623.0,198396.0,191816.0
2025-09-09,Queens,125065,131473.0,135625.0,127685.0
2025-09-09,Staten Island,9218,9367.0,9286.0,8877.0
2025-09-10,Bronx,79231,74238.0,76815.0,75866.0
2025-09-10,Brooklyn,156629,142545.0,149708.0,142543.0
2025-09-10,EWR,0,0.0,0.0,0.0
2025-09-10,Manhattan,268660,234353.0,224119.0,202682.0
2025-09-10,Queens,133085,125065.0,130870.0,131854.0
2025-09-10,Staten Island,9790,9218.0,9994.0,9303.0
2025-09-11,Bronx,83344,79231.0,81852.0,82059.0
2025-09-11,Brooklyn,164879,156629.0,159498.0,160873.0
2025-09-11,EWR,0,0.0,0.0,0.0
2025-09-11,Manhattan,264450,268660.0,255734.0,214057.0
2025-09-11,Queens,139239,133085.0,136888.0,139884.0
2025-09-11,Staten Island,10765,9790.0,10655.0,10093.0
2025-09-12,Bronx,92632,83344.0,91660.0,91800.0
2025-09-12,Brooklyn,189255,164879.0,181635.0,183065.0
2025-09-12,EWR,0,0.0,0.0,0.0
2025-09-12,Manhattan,275505,264450.0,267654.0,224603.0
2025-09-12,Queens,155568,139239.0,158032.0,156016.0
2025-09-12,Staten Island,11657,10765.0,11426.0,10910.0
2025-09-13,Bronx,91286,92632.0,83857.0,88836.0
2025-09-13,Brooklyn,228145,189255.0,214523.0,204661.0
2025-09-13,EWR,0,0.0,0.0,0.0
2025-09-13,Manhattan,306857,275505.0,302181.0,239152.0
2025-09-13,Queens,155678,155568.0,152715.0,156334.0
2025-09-13,Staten Island,11015,11657.0,10415.0,10390.0
2025-09-14,Bronx,80854,91286.0,71698.0,78743.0
2025-09-14,Brooklyn,199932,228145.0,181363.0,194228.0
2025-09-14,EWR,0,0.0,0.0,0.0
2025-09-14,Manhattan,252522,306857.0,242067.0,213827.0
2025-09-14,Queens,149787,155678.0,146505.0,151160.0
2025-09-14,Staten Island,8905,11015.0,8151.0,8541.0
2025-09-15,Bronx,74577,80854.0,72344.0,61516.0
2025-09-15,Brooklyn,146361,199932.0,139249.0,154978.0
2025-09-15,EWR,0,0.0,0.0,0.0
2025-09-15,Manhattan,224060,252522.0,211623.0,171578.0
2025-09-15,Queens,133305,149787.0,131473.0,133394.0
2025-09-15,Staten Island,9423,8905.0,9367.0,7022.0
2025-09-16,Bronx,74862,74577.0,74238.0,73393.0
2025-09-16,Brooklyn,148432,146361.0,142545.0,143147.0
2025-09-16,EWR,0,0.0,0.0,0.0
2025-09-16,Manhattan,241685,224060.0,234353.0,198396.0
2025-09-16,Queens,126878,133305.0,125065.0,135625.0
2025-09-16,Staten Island,9598,9423.0,9218.0,9286.0
2025-09-17,Bronx,78524,74862.0,79231.0,76815.0
2025-09-17,Brooklyn,162580,148432.0,156629.0,149708.0
2025-09-17,EWR,0,0.0,0.0,0.0
2025-09-17,Manhattan,259246,241685.0,268660.0,224119.0
2025-09-17,Queens,132895,126878.0,133085.0,130870.0
2025-09-17,Staten Island,10422,9598.0,9790.0,9994.0
2025-09-18,Bronx,83577,78524.0,83344.0,81852.0
2025-09-18,Brooklyn,169703,162580.0,164879.0,159498.0
2025-09-18,EWR,0,0.0,0.0,0.0
2025-09-18,Manhattan,260972,259246.0,264450.0,255734.0
2025-09-18,Queens,142221,132895.0,139239.0,136888.0
2025-09-18,Staten Island,10608,10422.0,10765.0,10655.0
2025-09-19,Bronx,93459,83577.0,92632.0,91660.0
2025-09-19,Brooklyn,191087,169703.0,189255.0,181635.0
2025-09-19,EWR,0,0.0,0.0,0.0
2025-09-19,Manhattan,270509,260972.0,275505.0,267654.0
2025-09-19,Queens,160220,142221.0,155568.0,158032.0
2025-09-19,Staten Island,11959,10608.0,11657.0,11426.0
2025-09-20,Bronx,87567,93459.0,91286.0,83857.0
2025-09-20,Brooklyn,216905,191087.0,228145.0,214523.0
2025-09-20,EWR,0,0.0,0.0,0.0
2025-09-20,Manhattan,294432,270509.0,306857.0,302181.0
2025-09-20,Queens,159924,160220.0,155678.0,152715.0
2025-09-20,Staten Island,10964,11959.0,11015.0,10415.0
2025-09-21,Bronx,74747,87567.0,80854.0,71698.0
2025-09-21,Brooklyn,188201,216905.0,199932.0,181363.0
2025-09-21,EWR,0,0.0,0.0,0.0
2025-09-21,Manhattan,242519,294432.0,252522.0,242067.0
2025-09-21,Queens,152437,159924.0,149787.0,146505.0
2025-09-21,Staten Island,8366,10964.0,8905.0,8151.0
2025-09-22,Bronx,70638,74747.0,74577.0,72344.0
2025-09-22,Brooklyn,137315,188201.0,146361.0,139249.0
2025-09-22,EWR,0,0.0,0.0,0.0
2025-09-22,Manhattan,200675,242519.0,224060.0,211623.0
2025-09-22,Queens,128183,152437.0,133305.0,131473.0
2025-09-22,Staten Island,8860,8366.0,9423.0,9367.0
2025-09-23,Bronx,67690,70638.0,74862.0,74238.0
2025-09-23,Brooklyn,127409,137315.0,148432.0,142545.0
2025-09-23,EWR,0,0.0,0.0,0.0
2025-09-23,Manhattan,201756,200675.0,241685.0,234353.0
2025-09-23,Queens,117134,128183.0,126878.0,125065.0
2025-09-23,Staten Island,8492,8860.0,9598.0,9218.0
2025-09-24,Bronx,73093,67690.0,78524.0,79231.0
2025-09-24,Brooklyn,141309,127409.0,162580.0,156629.0
2025-09-24,EWR,0,0.0,0.0,0.0
2025-09-24,Manhattan,233475,201756.0,259246.0,268660.0
2025-09-24,Queens,128496,117134.0,132895.0,133085.0
2025-09-24,Staten Island,8931,8492.0,10422.0,9790.0
2025-09-25,Bronx,84319,73093.0,83577.0,83344.0
2025-09-25,Brooklyn,168618,141309.0,169703.0,164879.0
2025-09-25,EWR,0,0.0,0.0,0.0
2025-09-25,Manhattan,267308,233475.0,260972.0,264450.0
2025-09-25,Queens,143727,128496.0,142221.0,139239.0
2025-09-25,Staten Island,10571,8931.0,10608.0,10765.0
2025-09-26,Bronx,93314,84319.0,93459.0,92632.0
2025-09-26,Brooklyn,189927,168618.0,191087.0,189255.0
2025-09-26,EWR,0,0.0,0.0,0.0
2025-09-26,Manhattan,262909,267308.0,270509.0,275505.0
2025-09-26,Queens,158650,143727.0,160220.0,155568.0
2025-09-26,Staten Island,11703,10571.0,11959.0,11657.0
2025-09-27,Bronx,90900,93314.0,87567.0,91286.0
2025-09-27,Brooklyn,225527,189927.0,216905.0,228145.0
2025-09-27,EWR,0,0.0,0.0,0.0
2025-09-27,Manhattan,300205,262909.0,294432.0,306857.0
2025-09-27,Queens,158555,158650.0,159924.0,155678.0
2025-09-27,Staten Island,10587,11703.0,10964.0,11015.0
2025-09-28,Bronx,78246,90900.0,74747.0,80854.0
2025-09-28,Brooklyn,193383,225527.0,188201.0,199932.0
2025-09-28,EWR,2,0.0,0.0,0.0
2025-09-28,Manhattan,240204,300205.0,242519.0,252522.0
2025-09-28,Queens,150787,158555.0,152437.0,149787.0
2025-09-28,Staten Island,8722,10587.0,8366.0,8905.0
2025-09-29,Bronx,73785,78246.0,70638.0,74577.0
2025-09-29,Brooklyn,142222,193383.0,137315.0,146361.0
2025-09-29,EWR,0,2.0,0.0,0.0
2025-09-29,Manhattan,207031,240204.0,200675.0,224060.0
2025-09-29,Queens,132543,150787.0,128183.0,133305.0
2025-09-29,Staten Island,9226,8722.0,8860.0,9423.0
2025-09-30,Bronx,77615,73785.0,67690.0,74862.0
2025-09-30,Brooklyn,147064,142222.0,127409.0,148432.0
2025-09-30,EWR,0,0.0,0.0,0.0
2025-09-30,Manhattan,225307,207031.0,201756.0,241685.0
2025-09-30,Queens,127071,132543.0,117134.0,126878.0
2025-09-30,Staten Island,9615,9226.0,8492.0,9598.0
2025-10-01,Bronx,82146,77615.0,73093.0,78524.0
2025-10-01,Brooklyn,152404,147064.0,141309.0,162580.0
2025-10-01,EWR,0,0.0,0.0,0.0
2025-10-01,Manhattan,229041,225307.0,233475.0,259246.0
2025-10-01,Queens,128235,127071.0,128496.0,132895.0
2025-10-01,Staten Island,10101,9615.0,8931.0,10422.0
2025-10-02,Bronx,81522,82146.0,84319.0,83577.0
2025-10-02,Brooklyn,153517,152404.0,168618.0,169703.0
2025-10-02,EWR,0,0.0,0.0,0.0
2025-10-02,Manhattan,238315,229041.0,267308.0,260972.0
2025-10-02,Queens,128116,128235.0,143727.0,142221.0
2025-10-02,Staten Island,9375,10101.0,10571.0,10608.0
2025-10-03,Bronx,95673,81522.0,93314.0,93459.0
2025-10-03,Brooklyn,190229,153517.0,189927.0,191087.0
2025-10-03,EWR,0,0.0,0.0,0.0
2025-10-03,Manhattan,262788,238315.0,262909.0,270509.0
2025-10-03,Queens,150924,128116.0,158650.0,160220.0
2025-10-03,Staten Island,11971,9375.0,11703.0,11959.0
2025-10-04,Bronx,93756,95673.0,90900.0,87567.0
2025-10-04,Brooklyn,221393,190229.0,225527.0,216905.0
2025-10-04,EWR,0,0.0,0.0,0.0
2025-10-04,Manhattan,292985,262788.0,300205.0,294432.0
2025-10-04,Queens,153295,150924.0,158555.0,159924.0
2025-10-04,Staten Island,11051,11971.0,10587.0,10964.0
2025-10-05,Bronx,78839,93756.0,78246.0,74747.0
2025-10-05,Brooklyn,189737,221393.0,193383.0,188201.0
2025-10-05,EWR,0,0.0,2.0,0.0
2025-10-05,Manhattan,235202,292985.0,240204.0,242519.0
2025-10-05,Queens,148029,153295.0,150787.0,152437.0
2025-10-05,Staten Island,8586,11051.0,8722.0,8366.0
2025-10-06,Bronx,76113,78839.0,73785.0,70638.0
2025-10-06,Brooklyn,139751,189737.0,142222.0,137315.0
2025-10-06,EWR,0,0.0,0.0,0.0
2025-10-06,Manhattan,209463,235202.0,207031.0,200675.0
2025-10-06,Queens,136413,148029.0,132543.0,128183.0
2025-10-06,Staten Island,9549,8586.0,9226.0,8860.0
2025-10-07,Bronx,78265,76113.0,77615.0,67690.0
2025-10-07,Brooklyn,139167,139751.0,147064.0,127409.0
2025-10-07,EWR,0,0.0,0.0,0.0
2025-10-07,Manhattan,238018,209463.0,225307.0,201756.0
